From	To
Q9BRV3	SLC50A1
Q9BT09	CNPY3
Q9BU79	TMEM243
Q9BV81	EMC6
Q9BWM7	SFXN3
Q9BWQ6	YIPF2
Q9BZV2	SLC19A3
Q9H0Q3	FXYD6
Q9H0R3	TMEM222
Q9H2H9	SLC38A1
Q9H8X9	ZDHHC11
Q9NQQ7	SLC35C2
Q9NRX5	SERINC1
Q9NRZ7	AGPAT3
Q9NS64	RPRM
Q9NTJ5	SACM1L
Q9NV12	TMEM140
Q9NV29	TMEM100
Q9NW97	TMEM51
Q9NX47	MARCHF5
Q9NZ01	TECR
Q9NZ42	PSENEN
Q9NZ43	USE1
Q9P0S3	ORMDL1
Q9P0S9	TMEM14C
Q9UEU0	VTI1B
Q9UGQ2	CACFD1
Q9UHQ4	BCAP29
Q9UJD0	RIMS3
Q9ULC3	RAB23
Q9ULC5	ACSL5
Q9UNR6	SQLE
Q9UPQ8	DOLK
Q9Y287	ITM2B
Q9Y342	PLLP
Q9Y3D6	FIS1
Q9Y6B6	SAR1B
Q9Y6D0	SELENOK
Q9Y6G1	TMEM14A
V9HW06	HEL-S-51e
O43896	KIF1C
Q9Y6N6	LAMC3
O43909	EXTL3
O43915	VEGFD
Q15836	VAMP3
O43916	CHST1
P55769	SNU13
Q6FHM6	NHP2L1
O43918	AIRE
P36404	ARL2
P36405	ARL3
Q0P5N6	ARL16
Q53YD8	hCG_23373
Q9NP72	RAB18
Q9NXU5	ARL15
O43927	CXCL13
P24385	CCND1
P40692	MLH1
P52294	KPNA1
Q7LG56	RRM2B
Q92781	RDH5
Q96CD0	FBXL8
Q9NRD1	FBXO6
Q9UKA1	FBXL5
Q9ULD2	MTUS1
O43930	PRKY
O60216	RAD21
O60218	AKR1B10
O60220	TIMM8A
O60224	SSX4
O60224	SSX4B
P17861	XBP1
O60225	SSX5
O60231	DHX16
Q92620	DHX38
Q96DF8	ESS2
O75414	NME6
O75971	SNAPC5
P49368	CCT3
P78371	CCT2
Q53TS8	C2CD6
Q96JP2	MYO15B
Q99832	CCT7
Q9BVV2	FNDC11
Q9NP79	VTA1
V9HW37	HEL-S-69
V9HW96	HEL-S-100n
Q8TAA9	VANGL1
O60237	PPP1R12B
P32456	GBP2
Q16610	ECM1
Q8NBE8	KLHL23
Q9HCK4	ROBO2
Q9NRQ5	SMCO4
O60239	SH3BP5
Q07889	SOS1
Q8NF91	SYNE1
Q9NV70	EXOC1
O60241	ADGRB2
O60242	ADGRB3
O60244	MED14
O60256	PRPSAP2
Q8N8Q3	ENDOV
O60259	KLK8
P41220	RGS2
O60671	RAD1
P68402	PAFAH1B2
Q07687	DLX2
Q99719	SEPTIN5
Q9NRX3	NDUFA4L2
V9HW44	HEL-S-303
O60262	GNG7
Q9NPH0	ACP6
O60264	SMARCA5
P59990	KRTAP12-1
O60271	SPAG9
Q658J6	DKFZp762B153
Q9GZQ8	MAP1LC3B
O60282	KIF5C
O60284	ST18
O60290	ZNF862
O60291	MGRN1
Q86UV6	TRIM74
Q8N2K1	UBE2J2
Q8WVN8	UBE2Q2
Q9NPD8	UBE2T
O60293	ZFC3H1
O60306	AQR
Q96NB3	ZNF830
Q9BRX9	WDR83
Q9BWF3	RBM4
O60307	MAST3
Q9C0A0	CNTNAP4
O94985	CLSTN1
P62487	POLR2G
Q9NPA8	ENY2
Q9P0N5	TMEM216
Q9UKK9	NUDT5
O60331	PIP5K1C
P36871	PGM1
Q8N3C7	CLIP4
Q9Y244	POMP
O76081	RGS20
Q7Z2E3	APTX
Q8IYF3	TEX11
Q9NP73	ALG13
O75521	ECI2
P01106	MYC
P07196	NEFL
P08729	KRT7
P12645	BMP3
P28331	NDUFS1
P35240	NF2
P45379	TNNT2
P49116	NR2C2
P51970	NDUFA8
P54687	BCAT1
P57682	KLF3
P59817	ZNF280A
P80217	IFI35
Q04695	KRT17
Q14141	SEPTIN6
Q15049	MLC1
Q16520	BATF
Q49A26	GLYR1
Q49A88	CCDC14
Q52LW3	ARHGAP29
Q53QZ3	ARHGAP15
Q5TB80	CEP162
Q68CZ6	HAUS3
Q6P1K2	PMF1
Q6PID6	TTC33
Q6ZU52	KIAA0408
Q6ZUS5	CCDC121
Q70UQ0	IKBIP
Q7L2K0	TEDC2
Q7L2Z9	CENPQ
Q7Z4H7	HAUS6
Q8IUI8	CRLF3
Q8IVI9	NOSTRIN
Q8IYD9	LAS2
Q8IZS5	OFCC1
Q8IZU1	FAM9A
Q8N0Z3	SPICE1
Q8N1A0	KRT222
Q8N5U6	RNF10
Q8N660	NBPF15
Q8N6F8	METTL27
Q8N6V9	TEX9
Q8NEC7	GSTCD
Q8NEH6	MNS1
Q8NEM0	MCPH1
Q8NEZ2	VPS37A
Q8NHQ8	RASSF8
Q8NHS9	SPATA22
Q8NHY6	ZFP28
Q8TAK5	GABPB2
Q8WV37	ZNF480
Q8WXI3	ASB10
Q8WXU2	DNAAF4
Q8WY64	MYLIP
Q92574	TSC1
Q96AQ1	CCDC74A
Q96FF9	CDCA5
Q96GM5	SMARCD1
Q96JL9	ZNF333
Q96LL4	C8orf48
Q96LY2	CCDC74B
Q96N77	ZNF641
Q96QG7	MTMR9
Q9BQS8	FYCO1
Q9BXG8	SPZ1
Q9H147	DNTTIP1
Q9H9P5	UNKL
Q9NQZ8	ZNF71
Q9NR46	SH3GLB2
Q9NRS6	SNX15
Q9NU02	ANKEF1
Q9P2K3	RCOR3
Q9UBX0	HESX1
Q9UGK8	SERGEF
Q9Y575	ASB3
Q9Y5K5	UCHL5
O94916	NFAT5
Q8NEY1	NAV1
Q92547	TOPBP1
Q96L91	EP400
Q96SN8	CDK5RAP2
Q9HCM1	RESF1
Q9NTZ6	RBM12
Q9UK61	TASOR
Q9ULJ6	ZMIZ1
O60344	ECE2
O60344	EEF1AKMT4
O60344	EEF1AKMT4-ECE2
P42081	CD86
O60346	PHLPP1
O60356	NUPR1
P00352	ALDH1A1
Q15761	NPY5R
V9HW83	HEL-S-53e
O75830	SERPINI2
Q16186	ADRM1
Q8TDY2	RB1CC1
Q8WXS4	TMEM37
Q96EK5	KIFBP
Q9GZV1	ANKRD2
P05109	S100A8
P13385	TDGF1
P51159	RAB27A
P55316	FOXG1
P62308	SNRPG
Q14807	KIF22
Q15102	PAFAH1B3
Q96HD1	CRELD1
Q96IZ7	RSRC1
Q96SN7	ORAI2
Q99417	MYCBP
Q99447	PCYT2
Q99547	MPHOSPH6
Q9BX70	BTBD2
Q9NY59	SMPD3
Q9Y6M9	NDUFB9
O60427	FADS1
Q15311	RALBP1
Q96QF0	RAB3IP
O60449	LY75
O60477	BRINP1
O60479	DLX3
O60487	MPZL2
Q5EB52	MEST
O60488	ACSL4
Q9UL01	DSE
O60493	SNX3
Q15041	ARL6IP1
O60496	DOK2
P06239	LCK
Q7L591	DOK3
O60502	OGA
P13671	C6
Q08211	DHX9
P24278	ZBTB25
Q92841	DDX17
Q96FN4	CPNE2
Q9NQZ6	ZC4H2
Q9NU19	TBC1D22B
Q9P286	PAK5
O60506	SYNCRIP
Q00839	HNRNPU
Q9NR22	PRMT8
O60508	CDC40
Q9UMS4	PRPF19
O60512	B4GALT3
Q15527	SURF2
O60516	EIF4EBP3
Q53RG0	tmp_locus_9
O60518	RANBP6
O60543	CIDEA
O60547	GMDS
O60551	NMT2
P09525	ANXA4
Q05513	PRKCZ
Q9BVK6	TMED9
Q6XZF7	DNMBP
Q9H0A8	COMMD4
O60568	PLOD3
Q9UHL3	FAM153A
O75069	TMCC2
Q01850	CDR2
Q70EL1	USP54
Q8TD10	MIPOL1
O60610	DIAPH1
O60613	SELENOF
Q13145	BAMBI
O60614	MTGR1
O60635	TSPAN1
Q15653	NFKBIB
P01100	FOS
Q5R372	RABGAP1L
O60637	TSPAN3
O60641	SNAP91
Q8TDR0	TRAF3IP1
P20929	NEB
Q00872	MYBPC1
Q86VF7	NRAP
Q96PM5	RCHY1
O60663	LMX1B
Q86U70	LDB1
O60664	PLIN3
P61244	MAX
P62380	TBPL1
Q8TDX5	ACMSD
O60667	FCMR
P28356	HOXD9
O60669	SLC16A7
Q9BZB8	CPEB1
O60670	IL-6SAG
O60674	JAK2
P00966	ASS1
Q5T6L4	ASS
P17535	JUND
O60678	PRMT3
O60682	MSC
O60683	PEX10
Q14103	HNRNPD
Q9BYE7	PCGF6
O60684	KPNA6
P46087	NOP2
O60701	UGDH
P22309	UGT1A1
Q06609	RAD51
Q9Y6K8	AK5
O60706	ABCC9
P18206	VCL
P48059	LIMS1
Q494U1	PLEKHN1
Q8IVE3	PLEKHH2
Q96BD5	PHF21A
Q9BUY5	ZNF426
Q9NV31	IMP3
V9HWK2	HEL114
O60716	CTNND1
O60721	SLC24A1
O60749	SNX2
O95125	ZNF202
P11047	LAMC1
Q13952	NFYC
Q6ZSJ8	C1orf122
Q9NQU5	PAK6
Q9UNH7	SNX6
Q9Y6W6	DUSP10
O60760	HPGDS
P08582	MELTF
Q96B67	ARRDC3
Q96GS6	ABHD17A
O60762	DPM1
Q8IUZ5	PHYKPL
Q9UNI6	DUSP12
O60779	SLC19A2
P81877	SSBP2
Q9UKA9	PTBP2
O60812	HNRNPCL1
O60826	CCDC22
P63261	ACTG1
P09497	CLTB
P35243	RCVRN
P61006	RAB8A
Q15691	MAPRE1
O95372	LYPLA2
P43307	SSR1
O60840	CACNA1F
O60841	EIF5B
O60858	TRIM13
O60861	GAS7
Q9BY11	PACSIN1
O60869	EDF1
O60879	DIAPH2
Q07912	TNK2
Q14155	ARHGEF7
Q6P1Q0	LETMD1
O60885	BRD4
O95832	CLDN1
Q14696	MESD
Q6NYC1	JMJD6
Q96EP1	CHFR
Q9H7E9	C8orf33
O60888	CUTA
Q8WUP2	FBLIM1
O60896	RAMP3
O60902	SHOX2
Q9UDY4	DNAJB4
O60921	HUS1
P41217	CD200
O94979	SEC31A
O95936	EOMES
P10645	CHGA
P11177	PDHB
P13378	HOXD8
P55854	SUMO3
P59665	DEFA1
P59665	DEFA1B
P59666	DEFA3
P62857	RPS28
Q12766	HMGXB3
Q14240	EIF4A2
Q14590	ZNF235
Q5R3I4	TTC38
Q6IE81	JADE1
Q8IXL6	FAM20C
Q8WUW1	BRK1
Q96PX6	CCDC85A
Q96RY7	IFT140
Q9BT40	INPP5K
Q9H254	SPTBN4
Q9H7V2	SYNDIG1
Q9H9A7	RMI1
O60936	NOL3
P78324	SIRPA
Q9NVF9	ETNK2
O60938	KERA
O60941	DTNB
P11532	DMD
Q13136	PPFIA1
Q8ND30	PPFIBP2
Q96MT8	CEP63
Q9NP66	HMG20A
Q9NRG1	PRTFDC1
Q9NY99	SNTG2
Q9UJY5	GGA1
O75030	MITF
P52790	HK3
Q15125	EBP
O75031	HSF2BP
O75037	KIF21B
O75044	SRGAP2
O75051	PLXNA2
Q14157	UBAP2L
Q8IY37	DHX37
Q8IYU2	HACE1
Q8N3X1	FNBP4
Q8WUJ3	CEMIP
Q9P2H3	IFT80
O75052	NOS1AP
P00491	PNP
P06732	CKM
P10809	HSPD1
Q5T1N1	AKNAD1
Q8N488	RYBP
Q8N9E0	FAM133A
Q9NX24	NHP2
Q9UPG8	PLAGL2
V9HWH6	HEL-S-156an
O75056	SDC3
O75061	DNAJC6
Q06250	WT1-AS
Q5TZK3	FAM74A4
Q5TZK3	FAM74A6
Q86YD1	PTOV1
Q8IYR0	CFAP206
Q8NA54	IQUB
Q8TES7	FBF1
O75078	ADAM11
O95486	SEC24A
Q9UKD1	GMEB2
O75083	WDR1
Q15477	SKIV2L
O75084	FZD7
O75093	SLIT1
O75096	LRP4
Q9P202	WHRN
O75122	CLASP2
O75128	COBL
O75131	CPNE3
O75132	ZBED4
O75143	ATG13
O75145	PPFIA3
O75150	RNF40
Q8IYE0	CCDC146
O75151	PHF2
O75152	ZC3H11A
Q8WZA2	RAPGEF4
O75153	CLUH
O75155	CAND2
O75159	SOCS5
P42574	CASP3
Q969X1	TMBIM1
O75165	DNAJC13
O75167	PHACTR2
O75170	PPP6R2
O75173	ADAMTS4
O75175	CNOT3
Q9NZN8	CNOT2
O95696	BRD1
P14678	SNRPB
P17931	LGALS3
P36402	TCF7
Q5VYY1	ANKRD22
Q8WUU5	GATAD1
Q92769	HDAC2
Q96HR3	MED30
Q9HBM6	TAF9B
Q9NVW2	RLIM
Q9NY61	AATF
O75179	ANKRD17
P28332	ADH6
O75563	SKAP2
P42336	PIK3CA
Q13326	SGCG
Q15327	ANKRD1
Q15773	MLF2
Q7KZ85	SUPT6H
Q96CW5	TUBGCP3
Q9UKD2	MRTO4
Q9ULH1	ASAP1
O75208	COQ9
O94805	ACTL6B
Q9HCE9	ANO8
O75251	NDUFS7
P32121	ARRB2
Q86YV9	HPS6
O75306	NDUFS2
P11161	EGR2
O75309	CDH16
P35575	G6PC1
O75312	ZPR1
O75319	DUSP11
O75323	NIPSNAP2
O75325	LRRN2
Q9HD90	NEUROD4
O75326	SEMA7A
O75330	HMMR
Q13007	IL24
O75334	PPFIA2
O75335	PPFIA4
Q9UPW5	AGTPBP1
O75916	RGS9
P22059	OSBP
P61758	VBP1
Q3SYB3	FOXD4L6
Q96MX6	DNAAF10
O75347	TBCA
P36543	ATP6V1E1
P63010	AP2B1
Q96A05	ATP6V1E2
O75351	VPS4B
Q96K21	ZFYVE19
Q9NZZ3	CHMP5
O75354	ENTPD6
O75355	ENTPD3
O75356	ENTPD5
P50539	MXI1
O75369	FLNB
Q53GL0	PLEKHO1
O75376	NCOR1
P18615	NELFE
P20393	NR1D1
O75379	VAMP4
O95721	SNAP29
P22607	FGFR3
P39905	GDNF
Q12809	KCNH2
O75381	PEX14
Q8TAQ2	SMARCC2
Q96G25	MED8
O75382	TRIM3
O76094	SRP72
P11277	SPTB
P12883	MYH7
P14635	CCNB1
P21817	RYR1
Q05BQ5	MBTD1
Q13118	KLF10
Q14687	GSE1
Q3MJ62	ZSCAN23
Q5QJE6	DNTTIP2
Q5T5U3	ARHGAP21
Q6NXT1	ANKRD54
Q6ZN11	ZNF793
Q7L311	ARMCX2
Q8IUG5	MYO18B
Q8IWI9	MGA
Q8N2I2	ZNF619
Q8N7H5	PAF1
Q96JM2	ZNF462
Q9BWV1	BOC
Q9H0C5	BTBD1
Q9HCG1	ZNF160
Q9NRR4	DROSHA
Q9P243	ZFAT
Q9P270	SLAIN2
Q9UBU8	MORF4L1
Q9Y2P0	ZNF835
Q9Y496	KIF3A
O75391	SPAG7
O94766	B3GAT3
O75398	DEAF1
P52758	RIDA
P54727	RAD23B
Q13642	FHL1
Q8N201	INTS1
Q9HAT8	PELI2
O95466	FMNL1
P10586	PTPRF
P16284	PECAM1
P17858	PFKL
P18583	SON
P24347	MMP11
P40123	CAP2
Q13129	RLF
Q14004	CDK13
Q14562	DHX8
Q15238	PSG5
Q4G0J3	LARP7
Q5JPJ8	DKFZp686D0714
Q5T4S7	UBR4
Q6NZY4	ZCCHC8
Q76L83	ASXL2
Q7Z5N4	SDK1
Q8IVF7	FMNL3
Q8N8D1	PDCD7
Q96PY5	FMNL2
Q9H190	SDCBP2
Q9H492	MAP1LC3A
Q9NPH3	IL1RAP
Q9NYV4	CDK12
Q9P246	STIM2
Q9Y388	RBMX2
Q9Y4D1	DAAM1
Q9Y6D5	ARFGEF2
O75409	H2AP
Q13190	STX5
Q9Y297	BTRC
Q9Y316	MEMO1
Q96I51	RCC1L
Q96NX5	CAMK1G
O75420	GIGYF1
O75427	LRCH4
Q9NQC3	RTN4
O75431	MTX2
O75438	NDUFB1
Q16718	NDUFA5
O75439	PMPCB
O75446	SAP30
O75459	PAGE1
O75461	E2F6
P10398	ARAF
Q14186	TFDP1
Q14188	TFDP2
P09769	FGR
P19793	RXRA
P78453	c-fgr
Q14934	NFATC4
Q15904	ATP6AP1
Q9BRK5	SDF4
Q9HD42	CHMP1A
Q9UBK2	PPARGC1A
O75475	PSIP1
Q8N511	TMEM199
Q96IW7	SEC22A
O95363	FARS2
P61326	MAGOH
Q17RB0	RTL8B
Q68DK2	ZFYVE26
Q8N5M4	TTC9C
Q8TBZ8	ZNF564
Q8WW24	TEKT4
Q9NSK0	KLC4
Q9Y4H4	GPSM3
O75487	GPC4
O75489	NDUFS3
Q96S79	RASL10B
O75494	SRSF10
P62995	TRA2B
O75496	GMNN
P20839	IMPDH1
Q6ZNB1	IMPDH
Q8NDP4	ZNF439
Q9H211	CDT1
O75509	TNFRSF21
Q92835	INPP5D
Q96L34	MARK4
Q9HCD5	NCOA5
Q9Y580	RBM7
P17097	ZNF7
Q9H098	FAM107B
O75529	TAF5L
O75956	CDK2AP2
Q13228	SELENBP1
Q6IAV4	DOC-1R
Q8IZ13	ZBED8
Q9BVJ7	DUSP23
V9HWG1	HEL-S-134P
Q9Y3B4	SF3B6
O75534	CSDE1
P46977	STT3A
Q8IV36	HID1
O75541	ZNF821
Q9P1W9	PIM2
P84101	SERF2
Q00534	CDK6
Q03989	ARID5A
Q3LI72	KRTAP19-5
Q3SYF9	KRTAP19-7
Q5TFQ8	SIRPB1
Q6ZXV5	TMTC3
Q8IUC2	KRTAP8-1
Q8N365	CIART
Q8WU79	SMAP2
Q8WVV9	HNRNPLL
Q8WVX4	C1orf51
Q96K80	ZC3H10
Q96MN9	ZNF488
Q96SI9	STRBP
Q9NR56	MBNL1
Q9NUK0	MBNL3
V9HWK4	HEL162
P60880	SNAP25
Q2TBE0	CWF19L2
Q969G3	SMARCE1
Q96QD8	SLC38A2
Q9UHD2	TBK1
Q9Y6J9	TAF6L
Q15633	TARBP2
Q9HA38	ZMAT3
O75575	CRCP
P84090	ERH
Q7Z5J4	RAI1
Q96B36	AKT1S1
Q96BV0	ZNF775
Q9BVK2	ALG8
Q9NRM6	IL17RB
Q9NVH1	DNAJC11
Q9P1T7	MDFIC
O75592	MYCBP2
O75593	FOXH1
O75600	GCAT
P28347	TEAD1
O75604	USP2
Q969Q1	TRIM63
Q9UK80	USP21
O75607	NPM3
Q86SE8	NPM2
O75608	LYPLA1
O75616	ERAL1
O75618	DEDD
Q8N1L9	BATF2
O75638	CTAG2
O75665	OFD1
P06396	GSN
P31943	HNRNPH1
P49448	GLUD2
P68363	TUBA1B
Q15155	NOMO1
Q15269	PWP2
Q69YN2	CWF19L1
Q86YL7	PDPN
Q92575	UBXN4
Q92879	CELF1
Q96A33	CCDC47
Q9UBW8	COPS7A
Q9UKV5	AMFR
O75679	RFPL3
O75683	SURF6
O75688	PPM1B
P30084	ECHS1
O75689	ADAP1
O75711	SCRG1
O75712	GJB3
Q5JXC2	MIIP
Q6PEX3	KRTAP26-1
Q9BQ13	KCTD14
Q9Y295	DRG1
O75751	SLC22A3
O75752	B3GALNT1
O75764	TCEA3
Q9UNE2	RPH3AL
O75781	PALM
O95630	STAMBP
Q2TAA8	TSNAXIP1
Q8TF50	ZNF526
Q9H706	GAREM1
Q9NRM7	LATS2
O75794	CDC123
O75800	ZMYND10
P51861	CDR1
Q86Y26	NUTM1
Q96FT9	IFT43
O75807	PPP1R15A
P20264	POU3F3
O75815	BCAR3
P09630	HOXC6
P13501	CCL5
P35568	IRS1
Q15828	CST6
Q6PL18	ATAD2
Q9HBH7	BEX1
Q9NRW7	VPS45
O75817	POP7
Q8N5L8	RPP25L
O75821	EIF3G
P37840	SNCA
Q16890	TPD52L1
Q8NBJ4	GOLM1
Q8TEN0	FLJ00163
O75828	CBR3
O75829	CNMD
Q8NEU8	APPL2
Q96JZ2	HSH2D
Q96EQ0	SGTB
O75832	PSMD10
Q9Y617	PSAT1
O75841	UPK1B
O75864	PPP1R37
Q96E35	ZMYND19
O75874	IDH1
O75882	ATRN
Q9H0D6	XRN2
O75884	RBBP9
Q15884	FAM189A2
Q8WUB8	PHF10
Q969R5	L3MBTL2
Q9P2K6	KLHL42
O75888	TNFSF13
O75896	TUSC2
O75899	GABBR2
O75900	MMP23B
P35754	GLRX
O75907	DGAT1
P06126	CD1A
P48169	GABRA4
O75908	SOAT2
Q07002	CDK18
Q8IWB3	PCTK3
Q8N5I3	KCNRG
O75914	PAK3
O75915	ARL6IP5
O75920	SERF1A
O75920	SERF1B
P12111	COL6A3
P17027	ZNF23
P17661	DES
P21675	TAF1
P54296	MYOM2
Q13438	OS9
Q14315	FLNC
Q7Z494	NPHP3
Q8N3K9	CMYA5
Q8TCU4	ALMS1
Q92667	AKAP1
Q99715	COL12A1
Q9BVP2	GNL3
Q9NZB2	FAM120A
Q9UHW9	SLC12A6
Q9Y3Z3	SAMHD1
P15104	GLUL
P00813	ADA
P20592	MX2
P20700	LMNB1
P78347	GTF2I
Q6N083	DKFZp686A1782
Q86XR7	TICAM2
Q8IVL1	NAV2
Q969E8	TSR2
Q96T51	RUFY1
Q6P2Q9	PRPF8
O75935	DCTN3
O75943	RAD17
O75947	ATP5PD
Q5VST9	OBSCN
Q9UK39	NOCT
Q9Y605	MRFAP1
O95070	YIF1A
P23381	WARS1
O75962	TRIO
O94818	NOL4
P46736	BRCC3
Q8NFP7	NUDT10
Q9UIA0	CYTH4
O75976	CPD
O95793	STAU1
Q16851	UGP2
Q6FI81	CIAPIN1
Q6NX49	ZNF544
Q6UVY6	MOXD1
Q86YD3	TMEM25
Q96PB7	OLFM3
Q96PX9	PLEKHG4B
Q96Q83	ALKBH3
Q9NQ86	TRIM36
Q9Y3E2	BOLA1
P05787	KRT8
P13647	KRT5
P19013	KRT4
P35908	KRT2
P48668	KRT6C
P50151	GNG10
P78385	KRT83
Q14533	KRT81
Q3SY84	KRT71
Q5XKE5	KRT79
Q8TAB5	C1orf216
Q96IX9	ANKRD36BP1
Q9BQ24	ZFYVE21
Q9BWJ2	RHPN1-AS1
Q9P0W2	HMG20B
Q9UGN4	CD300A
O76021	RSL1D1
O76024	WFS1
O76027	ANXA9
Q9HCE6	ARHGEF10L
O76039	CDKL5
O76050	NEURL1
O95831	AIFM1
P30086	PEBP1
Q12972	PPP1R8
Q8TER5	ARHGEF40
Q9H1D9	POLR3F
Q9Y2V2	CARHSP1
O76062	TM7SF2
Q13868	EXOSC2
O76070	SNCG
Q96M83	CCDC7
Q96T76	MMS19
Q9H5X1	CIAO2A
Q9H943	CCDC7
Q9Y3D0	CIAO2B
P01308	INS
P48023	FASLG
Q53ZZ1	TNFSF6
Q8TBP0	TBC1D16
Q9NQS3	NECTIN3
Q9UGL9	CRCT1
O76083	PDE9A
Q01664	TFAP4
Q14657	LAGE3
Q49AN0	CRY2
Q8NAJ2	LINC02913
Q96FC7	PHYHIPL
Q9BRA0	NAA38
Q9BRU9	UTP23
Q9H1D0	TRPV6
Q9Y260	TRPV6
O76093	FGF18
O76095	JTB
Q16763	UBE2S
Q2QGD7	ZXDC
O77932	DXO
Q14254	FLOT2
Q15024	EXOSC7
Q92900	UPF1
O94761	RECQL4
P01033	TIMP1
P49419	ALDH7A1
Q7Z465	BNIPL
Q9UQF2	MAPK8IP1
O94768	STK17B
P62847	RPS24
O94772	LY6H
O94776	MTA2
Q15386	UBE3C
Q99576	TSC22D3
O94782	USP1
O94788	ALDH1A2
O94806	PRKD3
Q8WVK7	SKA2
O94808	GFPT2
O94811	TPPP
O94812	BAIAP3
Q9BZ29	DOCK9
O94822	LTN1
O94826	TOMM70
O94829	IPO13
P26367	PAX6
Q15699	ALX1
Q9BYU1	PBX4
V9HWA7	HEL23
O94832	MYO1D
O94842	TOX4
O95947	TBX6
Q01449	MYL7
Q53EP0	FNDC3B
Q8WXD5	GEMIN6
O94856	NFASC
O94864	SUPT7L
P11021	HSPA5
P35790	CHKA
P55822	SH3BGR
Q5M9N0	CCDC158
Q68DK7	MSL1
Q8N5S3	C2orf73
Q96G28	CFAP36
V9HWB4	HEL-S-89n
V9HWK0	HEL103
O94874	UFL1
P31751	AKT2
Q8N5M1	ATPAF2
Q9H2E6	SEMA6A
O94876	TMCC1
O94880	PHF14
O94885	SASH1
O94887	FARP2
O94889	KLHL18
O94900	TOX
O95400	CD2BP2
Q9UQ35	SRRM2
P27487	DPP4
O94915	FRYL
P21802	FGFR2
Q02962	PAX2
O94927	HAUS5
O94929	ABLIM3
O94952	FBXO21
O94953	KDM4B
O94964	SOGA1
O94967	WDR47
P56279	TCL1A
P26196	DDX6
P53618	COPB1
Q15398	DLGAP5
Q6UB99	ANKRD11
Q86UD4	ZNF329
Q86Y33	CDC20B
Q8N720	ZNF655
Q8TCX5	RHPN1
Q96KB5	PBK
Q9H5Z6	FAM124B
Q9HAQ2	KIF9
Q9UBZ4	APEX2
V9HWH0	HEL164
O94973	AP2A2
Q9H2G2	SLK
Q9P281	BAHCC1
Q9UMD9	COL17A1
O94986	CEP152
Q9Y2J2	EPB41L3
O94989	ARHGEF15
O94992	HEXIM1
P55259	GP2
Q68D34	DKFZp779K0533
Q8WV16	DCAF4
Q93034	CUL5
Q9NY93	DDX56
O95045	UPP2
O95050	INMT
O95059	RPP14
P06576	ATP5F1B
P14618	PKM
P43246	MSH2
P51513	NOVA1
Q96N67	DOCK7
Q9UMN6	KMT2B
V9HW31	HEL-S-271
V9HWB8	HEL-S-30
O95067	CCNB2
P24941	CDK2
O95071	UBR5
O95073	FSBP
O95081	AGFG2
P34932	HSPA4
P36578	RPL4
P42695	NCAPD3
P51114	FXR1
P52797	EFNA3
P61769	B2M
Q6KC79	NIPBL
Q8NB37	GATD1
Q99653	CHP1
Q9BUL5	PHF23
Q9H0H5	RACGAP1
Q9ULJ1	ODF2L
Q9Y296	TRAPPC4
O95147	DUSP14
Q9NPH2	ISYNA1
O95149	SNUPN
P18621	RPL17
Q6ZN04	MEX3B
Q9BV68	RNF126
Q9UPP5	KIAA1107
Q86UW7	CADPS2
Q9P1A6	DLGAP2
V9HWA2	HEL-S-166mP
O95155	UBE4B
O95159	ZFPL1
P49641	MAN2A2
Q04941	PLP2
Q9NX18	SDHAF2
Q9P1E4	hCG_1775437
Q9UHF0	TAC3
Q9Y6G3	MRPL42
P43403	ZAP70
Q8N8Y2	ATP6V0D2
O95171	SCEL
O95178	NDUFB2
P08237	PFKM
O95182	NDUFA7
Q9P2P6	STARD9
Q9Y478	PRKAB1
Q14088	RAB33A
Q8N612	FHIP1B
Q9UJN7	ZNF391
Q9Y5P4	CERT1
P50895	BCAM
Q8NC26	ZNF114
Q96EY4	TMA16
Q96MW1	CCDC43
O95199	RCBTB2
Q9BT78	COPS4
O95201	ZNF205
Q13418	ILK
V9HWF0	HEL-S-28
O95202	LETM1
O95206	PCDH8
O95208	EPN2
Q13571	LAPTM5
O95210	STBD1
O95214	LEPROTL1
P21757	MSR1
Q92838	EDA
Q96E93	KLRG1
O95218	ZRANB2
O95235	KIF20A
Q53H12	AGK
P59991	KRTAP12-2
P60329	KRTAP12-4
Q96SF7	TBX15
Q9Y458	TBX22
O95232	LUC7L3
Q7L5A3	FAM214B
O95238	SPDEF
P35227	PCGF2
Q69YH5	CDCA2
P06746	POLB
Q08752	PPID
Q8WZ19	KCTD13
Q96FC9	DDX11
Q99648	CDCrel-1
Q9C0J8	WDR33
Q9H8G2	CAAP1
O95255	ABCC6
P04217	A1BG
P09958	FURIN
Q9Y2S2	CRYL1
V9HWD8	HEL-S-163pA
V9HWG2	HEL30
P13667	PDIA4
P57060	RWDD2B
Q504T8	MIDN
Q7Z3N9	DKFZp686G1650
Q8NAF0	ZNF579
Q8NBN7	RDH13
Q8TED9	AFAP1L1
Q99598	TSNAX
Q9BPX5	ARPC5L
Q9Y4G2	PLEKHM1
Q7L8L6	FASTKD5
O95926	SYF2
P02689	PMP2
P05388	RPLP0
P0C1Z6	TFPT
P46779	RPL28
P51164	ATP4B
P52737	ZNF136
P60321	NANOS2
P82933	MRPS9
Q01433	AMPD2
Q14929	ZNF169
Q15561	TEAD4
Q53GI3	ZNF394
Q5I0X4	C6orf226
Q5TEC3	ZNF697
Q69YI7	NAIF1
